Sr No,Date dd/mm/yyyy,Startup Name,Industry Vertical,SubVertical,City  Location,Investors Name,InvestmentnType,Amount in USD
1704,2016-05-13,Stayzilla,Consumer Internet,Budget Room Aggregator Booking Platform,Chennai,"Matrix Partners, Nexus Ventures",Private Equity,13500000.0
1705,2016-05-13,Wow Express,Logistics,E-Commerce Logistics Solutions,Mumbai,Undisclosed Investors & Tamarind Family Private Trust,Private Equity,2200000.0
1706,2016-05-16,Smartivity,Ecommerce,Smart Learning Products,Delhi,"S Chand, Advantedge Partners",Private Equity,1000000.0
1711,2016-05-18,Thesmartq,Consumer Internet,Food Ordering Mobile App,Bangalore,Yournest Angel Fund,Seed Funding,250000.0
1712,2016-05-18,Purplehealth,Consumer Internet,Online Health-On-Demand Platform,Trivandrum,Katabole Technology Venture,Seed Funding,100000.0
1714,2016-05-18,Edupristine,Education,Online Certification Courses,Mumbai,"Kaizen Management Advisors, Devry Inc",Private Equity,10000000.0
1715,2016-05-18,Bhiveworkspace,Reality,Co-Working Spaces,Bangalore,Blume Ventures,Private Equity,1000000.0
1717,2016-05-19,Appie,Consumer Internet,Location-Based Offline Retail Discovery Platform,Mumbai,Undisclosed Investors,Seed Funding,1000000.0
1719,2016-05-19,Taxivaxi,Consumer Internet,Cab Aggregating Platform,New Delhi,Undisclosed Hnis,Seed Funding,500000.0
1720,2016-05-19,Veqta,Consumer Internet,On Demand Digital Sports Network,New Delhi,"Chatsworth Management, Itw Digital",Seed Funding,500000.0
1721,2016-05-20,I2Ifunding,Consumer Internet,Online Peer To Peer Funding,Noida,Undisclosed Investors,Seed Funding,300000.0
1723,2016-05-23,Hoppingo,Consumer Internet,Fashion Discovery Platform,New Delhi,Vcommission,Seed Funding,89000.0
1725,2016-05-24,Goalwise,Consumer Internet,Online Investment Platform,Bangalore,Undisclosed Hnis,Seed Funding,1000000.0
1727,2016-05-25,Address Health,Healthcare,Pediatric Primary Healthcare Network,Bangalore,Gray Matters Capital,Private Equity,1500000.0
1728,2016-05-25,Arcatron Mobility,Technology,Mobility Devices For Differently Abled,Pune,Sudhir Mehta,Seed Funding,100000.0
1730,2016-05-26,Cleartax,Consumer Internet,Online Income Tax Filing Platform,Bangalore,"Ff Angel, Sequoia Capital",Private Equity,2000000.0
1732,2016-05-26,Mchamp,Consumer Internet,Celebrity Entertainment Contest App,New Delhi,Momagic Technologies,Seed Funding,475000.0
1734,2016-05-30,Vahanalytics,Technology,Safe Driving Analytics Platform,Mumbai,"Anirudh Damani, Vikram Lakhotia",Seed Funding,200000.0
1736,2016-05-31,Koovs,Ecommerce,Apparel & Lifestyle Etailer,New Delhi,Ht Media Ltd,Private Equity,4400000.0
1737,2016-05-31,Ccavenue,Consumer Internet,Payment Gateway,Mumbai,Nsi Infinium Global Pvt. Ltd,Private Equity,8900000.0
1740,2016-05-31,Machadalo,Consumer Internet,Hyperlocal Advertising Platform,Mumbai,Undisclosed Investors,Seed Funding,175000.0
1741,2016-04-01,Dil Mil,Consumer Internet,Matchmaking Mobile App,Sfo / Bangalore,"Nelstone Ventures, Transmedia Capital, Maiden Lane Ventures, Csc Upshot & Angel Investors",Private Equity,2700000.0
1746,2016-04-04,Hungama,Consumer Internet,Digital Media Entertainment Portal,Mumbai,Xiaomi Inc,Private Equity,25000000.0
1751,2016-04-06,Shipsy,Logistics,Logistics Solutions,Gurgaon,Dtdc Express Ltd,Private Equity,1000000.0
1752,2016-04-06,Gear6,Consumer Internet,Online Bike Service And Repairs Platform,Bangalore,Ninestarter,Seed Funding,500000.0
1753,2016-04-06,Myglamm,Consumer Internet,Mobile Based On-Demand Beauty Services Platform,Mumbai,L\\Xe2\\X80\\X99Occitane,Private Equity,6000000.0
1754,2016-04-06,Petoo,Consumer Internet,Online Food Delivery Platform,Bangalore,Axilor Ventures,Private Equity,1000000.0
1758,2016-04-08,Imedilane,Consumer Internet,Online Health Diagnosis Platform,New Delhi,"Mahendra Patel, Nilender Chauhan",Seed Funding,40000.0
1759,2016-04-11,Living Local,Consumer Internet,Social Discovery Platform,Mumbai,Rattan Chadha,Seed Funding,200000.0
1761,2016-04-11,Oyo,Consumer Internet,Online Branded Budget Room Booking Service,New Delhi,"Softbank, Sequoia Capital, Lightspeed Venture Partners, Greenoaks Capital, Dsg Consumer Partners And Venture Nursery",Private Equity,100000000.0
1762,2016-04-11,Priceraja,Consumer Internet,Price Comparison Portal,Gurgaon,Prashant Puri,Seed Funding,300000.0
1763,2016-04-12,Magicx,Consumer Internet,On-Demand Task Management App,Bangalore,"Kris Gopalakrishnan, Dr. Ranjan Pai",Seed Funding,1000000.0
1767,2016-04-13,Legalraasta,Consumer Internet,Online Legal Services For Startups,New Delhi,"Pravin Khandelwal, Yatin Kumar Jain",Seed Funding,1000000.0
1768,2016-04-13,Raincan,Consumer Internet,Subscription-Based Grocery Delivery Mobile App,Pune,Dr. Aniruddha Malpani,Seed Funding,150000.0
1769,2016-04-13,Hippily,Ecommerce,Fashion Ecommerce App,Mumbai,"Dr. Sridhar Ramaswamy, Rakesh Mathur",Seed Funding,250000.0
1770,2016-04-13,Kredx,Ecommerce,Invoice Discounting\\Xc2\\Xa0 Marketplace,Bangalore,"Prime Venture Partners,",Seed Funding,750000.0
1772,2016-04-14,Beaconstalk,Technology,Contextual Mobile Advertising,Mumbai,"Rajeev Agrawal, Prashant Gooty",Seed Funding,100000.0
1774,2016-04-15,Renewbuy,Consumer Internet,Online Car & Bike Insurance Comparison Portal,New Delhi,Mount Nathan Advisors,Seed Funding,1000000.0
1776,2016-04-15,Vyomo,Consumer Internet,On-Demand Beauty Service Provider,New Delhi,Naturals Salon Chain,Private Equity,15000000.0
1779,2016-04-15,Nestaway,Consumer Internet,Furnished Home Rental Platform,Bangalore,Tiger Global,Private Equity,30000000.0
1780,2016-04-15,Tapchief,Consumer Internet,Expert Advice Platform,Bangalore,Vijay Shekhar Sharma,Seed Funding,150000.0
1785,2016-04-18,Jugnoo,Consumer Internet,On-Demand Delivery & Logistics Platform,Chandigarh,Paytm & Existing Investors,Private Equity,10000000.0
1787,2016-04-19,Betaout,Ecommerce,Customer Intelligence And Marketing Automation Platform,Noida,"Stanford Angels, Letsventure, Chennai Angels, Hyderabad Angels, Mumbai Angels",Private Equity,1500000.0
1788,2016-04-19,Driverscart,Consumer Internet,On-Demand Chauffeur Provider,Chennai,Ah! Ventures,Seed Funding,450000.0
1790,2016-04-19,Collegedekho,Consumer Internet,College & Student Information Platform,New Delhi,Man Capital,Private Equity,2000000.0
1794,2016-04-20,1Mg,Ecommerce,Online Pharmacy,Gurgaon,"Maverick Capital Ventures, Sequoia Capital, Omidyar Network",Private Equity,15000000.0
1801,2016-04-22,Licious,Ecommerce,Mobile Based Meat Ordering App,Bangalore,Mayfield India Ii Management Ltd,Private Equity,3000000.0
1804,2016-04-22,Toko Innovation Studios,Consumer Internet,Children\Xe2\X80\X99S Entertainment Games & Products,New Delhi,Indian Angel Network,Seed Funding,450000.0
1805,2016-04-25,Commut,Consumer Internet,Shuttle Service Provider,Hyderabad,50K Ventures,Seed Funding,200000.0
1807,2016-04-25,Dropkaffe,Food & Beverage,Ready-To-Drink Beverage Producer,Bangalore,"Growthstory, Apurva Salapuria, Hitesh Oberoi, Sidharth Pansari, Nirupa Shankar",Seed Funding,550000.0
1808,2016-04-26,Transerv,Consumer Internet,Digital Payments Platform,Mumbai,"Idfc Spice Fund, Micromax Informatics",Private Equity,15000000.0
1809,2016-04-26,Cleartax,Consumer Internet,Online Filing Of Tax Returns,Bangalore,"Max Levchin, Scott Banister",Private Equity,1300000.0
1810,2016-04-26,Roposo,Ecommerce,Social Fashion Ecommerce Discovery Platform,Gurgaon,Bertelsmann India Investments,Private Equity,15000000.0
1811,2016-04-27,Milkbasket,Consumer Internet,Micro Grocery Delivery Platform,Gurgaon,Evc Ventures,Seed Funding,500000.0
1814,2016-04-27,Ichr,Consumer Internet,Mobile Based Children Health Information App,New Delhi,Undisclosed,Seed Funding,450000.0
1816,2016-04-28,The Wedding Brigade,Consumer Internet,Online Wedding Information Portal,Mumbai,Blume Ventures & Other Unnamed Investors,Seed Funding,600000.0
1817,2016-04-28,Docsapp,Consumer Internet,Online Doctor Discovery & Chat Platform,Bangalore,"Rebright Partners, Anand Rajaraman, Venky Harinarayan",Private Equity,1200000.0
1818,2016-04-29,Impact Guru,Consumer Internet,Online Crowdfunding Platform For Ngos & Social Projects,Mumbai,"Rb Investments, Fundnel",Seed Funding,500000.0
1819,2016-04-29,Letreach,Ecommerce,Ecommerce Saas Solutions,New Delhi,Vcommission,Private Equity,100000.0
1824,2016-03-02,Momark,Consumer Internet,Mobile Wallet Aggregation Platform,Noida,Yournest Angel Fund,Private Equity,600000.0
1826,2016-03-02,Systemantics,Technology,Industrial Robots Maker,Bangalore,"Nandan Nilekani, Accel Partners",Private Equity,1400000.0
1828,2016-03-03,Imarticus Learning,Education,Financial Services & Analytics Education Institute,Mumbai,"Blinc Advisors, Amit Nanavati, Tashwinder Singh, Taranjit Jaswal, Amit Khanna",Private Equity,1000000.0
1829,2016-03-03,Shouut,Consumer Internet,Social Discovery Mobile App,New Delhi,Undisclosed Investor,Seed Funding,500000.0
1831,2016-03-04,Aahaa,Ecommerce,Office Products Super Store,Chennai,"Yournest Angel Fund,",Private Equity,1000000.0
1833,2016-03-04,Ftcash,Consumer Internet,Mobile Payments Platform,Kolkata,Ivycap Ventures,Seed Funding,150000.0
1835,2016-03-04,Zappka,Consumer Internet,Mobile App Discovery And Review Platform,Gurgaon,"Daman Soni, Rajat Gupta & Others",Seed Funding,100000.0
1837,2016-03-04,Medecube,Healthcare,Healthcare Related Services Provider,Gurgaon,Artiman Ventures,Private Equity,4000000.0
1838,2016-03-07,N.O.W,Consumer Internet,Bike Taxi Service & Hyperlocal Delivery App,Noida,"Ruchirans Jaipuria, Anuj Sanghi",Seed Funding,500000.0
1839,2016-03-07,Ninjacart,Ecommerce,B2B Marketplace For Farmers & Retailers,Bangalore,"Accel Partners, Qualcomm Ventures, M&S Partners, Zop Smart",Private Equity,3000000.0
1840,2016-03-07,Reach,Consumer Internet,Cross Platform P2P File Sharing Mobile App,Bangalore,"Rebright Partners, Sol Primero, Sudhir Anandarao, Ankur Warikoo, Ankur Singla",Seed Funding,500000.0
1841,2016-03-07,Vanity Cube,Consumer Internet,Hyperlocal Beauty Services Platform,New Delhi,Unicorn Ventures,Seed Funding,250000.0
1843,2016-03-07,Medidaili,Consumer Internet,Medical Support Service Platform,Bangalore,Undisclosed Private Investors,Seed Funding,100000.0
1847,2016-03-08,Lovecycles,Consumer Internet,Women\\Xe2\\X80\\X99S Health Tracker,Bangalore,Prime Venture Partners,Seed Funding,750000.0
1848,2016-03-08,Kartrocket,Ecommerce,Ecommerce Saas Platform,New Delhi,"Undisclosed Japanese Investor, Bertelsmann India Investments, Nirvana Digital India Fund, Nirvana Digital Investment Holding Co Ltd, 500 Start-Ups",Private Equity,8000000.0
1849,2016-03-08,Dunzo,Consumer Internet,Daily Task Management App,Bangalore,"Aspada Investment Advisors, Blume Ventures.",Seed Funding,650000.0
1851,2016-03-09,Smartvizx,Technology,Virtual Reality Solutions,Noida,"Indian Angel Network, Stanford Angels, Entrepreneurs India",Seed Funding,500000.0
1852,2016-03-09,Mygubbi,Real Estate,Interior Design & Home D\\Xc3\\Xa9Cor Solutions,Bangalore,"Vipul Parekh, Ajesh K Murthy,",Seed Funding,2500000.0
1853,2016-03-09,Nukkad Shops,Consumer Internet,Hyperlocal Grocery Delivery Service,Hyderabad,Purpletalk Inc,Seed Funding,1000000.0
1855,2016-03-09,Justride,Consumer Internet,Self Drive Car Rental,Mumbai,Dheeraj Jain & Other Angel Investors,Seed Funding,400000.0
1857,2016-03-10,Big Fish Ventures,Food & Beverage,Premium Dining Lounges Chain,New Delhi,Undisclosed Investors,Private Equity,11100000.0
1859,2016-03-10,Icertis,Technology,Contract Management Software Solutions Platform,Pune/Seattle,"Ignition Partners, Greycroft Partners, Fidelity Growth Partners India",Private Equity,15000000.0
1860,2016-03-10,Supplified,Ecommerce,Construction Material Etailer,New Delhi,Mohit Goel,Seed Funding,1000000.0
1862,2016-03-14,Pinkblue,Ecommerce,Medical Supplies Etailer,Bangalore,"Hari Krishna, Ajay Modani, Dr V Ravinder, Anirudh Rastogi, Abhishek Jain, Rakesh Gakhar, Rajeev Mudumba, Nagendra Prasad Bhanuprakash",Seed Funding,223608.0
1863,2016-03-14,Truckingcube,Logistics,"Domestic, Commercial, And Industrial Goods Movers",New Delhi,Agarwal Movers Group,Private Equity,14900000.0
1865,2016-03-15,Flipclass,Consumer Internet,Tutor Search Platform,Bangalore,"S Chand And Co Pvt Ltd, Blume Ventures",Private Equity,1000000.0
1866,2016-03-15,Proximit,Technology,Advertising Technology,Pune,Funding Through 1Crowd Platform,Seed Funding,150000.0
1867,2016-03-15,Withme,Consumer Internet,Personalized Fashion App,Gurgaon,"Alex Kuruvilla, Pradeep Guha, Saket Dhankar, Rajan Pandhare",Seed Funding,250000.0
1868,2016-03-16,Gapoon,Consumer Internet,Hyperlocal Home Maintenance Services,Bangalore,"Chandrashekar Tallapragada, Pankaj Kapoor",Seed Funding,180000.0
1871,2016-03-16,Wealthy,Consumer Internet,Online Investment Management Portal,Bangalore,"Zishaan Hayath, Abhishek Goyal, Arjun And Rohan Malhotra, Harpreet Singh Grover, Gagan Dugal",Seed Funding,250000.0
1872,2016-03-17,Pramati,Healthcare,Specialized Patient Care Platform,Noida,Undisclosed Investors,Seed Funding,200000.0
1873,2016-03-17,Qlivery,Consumer Internet,Ondemand Concierge Service,Gurgaon,Swastika Company Ltd,Seed Funding,230000.0
1874,2016-03-17,Healthenablr,Consumer Internet,Doctor Discovery And Booking Platform,Mumbai,Undisclosed Investors,Seed Funding,800000.0
1875,2016-03-17,Liftiee,Consumer Internet,Car/ Bike Pooling App,Mumbai,"Rannvijay Singh, Anita Hassanandani",Seed Funding,108000.0
1876,2016-03-18,Hello Curry,Food & Beverage,Quick Service Restaurant Chain,Hyderabad,Sashi Reddi & Other Unnamed Investors,Private Equity,1500000.0
1877,2016-03-19,Gosporto,Consumer Internet,Online Sports Discovery And Booking Platform,New Delhi,Naveen Gupta,Seed Funding,30000.0
1880,2016-03-21,Room On Call,Consumer Internet,Budget Hotel Aggregator,Gurgaon,Cashurdrive Marketing Pvt Ltd,Private Equity,2000000.0
1881,2016-03-22,Byju\\Xe2\\X80\\X99S,Consumer Internet,Educational Video Content Creator,Bangalore,"Sequoia India, Sofina",Private Equity,75000000.0
1882,2016-03-22,Bigbasket,Ecommerce,Online Grocery Shop,Bangalore,Abraaj Group,Private Equity,150000000.0
1883,2016-03-22,Drivojoy,Consumer Internet,On-Demand 2-Wheeler Servicing Platform,Bangalore,"Indian Angel Network, Tracxn Labs & Others",Seed Funding,600000.0
1886,2016-03-22,Creditseva,Consumer Internet,Online Credit Management Tools,Hyderabad,"Pix Vine Capital, Infocomm Development Authority Of Singapore",Seed Funding,360000.0
1888,2016-03-23,Endless Robotics,Technology,Interior Painting Automation,Hyderabad,"Devidas Desai, Vipul Gautam, Singapore Angel Network",Seed Funding,100000.0
1889,2016-03-23,Sp Robotics,Technology,Robotic Classes For Students,Chennai,"Indian Angel Network,",Seed Funding,300000.0
1891,2016-03-23,Ekincare,Consumer Internet,Healthcare Related Solutions,Hyderabad,"Bitchemy Ventures, Maheshwari Investments Pvt Ltd, Anshoo Gaur, Rama Krishna Reddy, Sandeep Seerapu",Private Equity,330000.0
1893,2016-03-23,Wheelstreet,Consumer Internet,Online Bike Rental Platform,Bangalore,Broadbean Capital Services,Private Equity,500000.0
1894,2016-03-24,Horntell,Consumer Internet,Unified Push Notification Service,Gurgaon,"Bharanidharan Viswanathan, Sanjiv Mittal, Shobhit Shukla, Rahul Agarwal",Seed Funding,150000.0
1895,2016-03-28,Schoolkart,Ecommerce,Online Marketplace For Schools,Noida,Undisclosed Investors,Seed Funding,300000.0
1897,2016-03-29,Babygogo,Consumer Internet,Child Healthcare Experts Aggregator Mobile App,New Delhi,"Rajul Garg, Daljit Singh, Aditya Vij, Kishore Kumar, Shuchin Bajaj",Seed Funding,300000.0
1898,2016-03-29,Veritas Finance,Finance,Asset Based Lending Platform,Chennai,Sarva Capital,Private Equity,4700000.0
1899,2016-03-29,Qikship,Consumer Internet,Mobile Based Logistics Provider,New Delhi,Undisclosed Investors,Seed Funding,200000.0
1900,2016-03-29,Fixnix,Consumer Internet,Grc Saas Platform,Chennai,Jay Vijayan,Seed Funding,500000.0
1902,2016-03-30,Touchkin,Healthcare,Predictive Healthcare Platform,Bangalore,"Alok Mittal, Amit Gupta, Anuj Srivastava, Himanshu Aggarwal, Raghunandan G, Puneet Agarwal",Seed Funding,400000.0
1906,2016-02-02,Altizone,Technology,Iot & M2M Solutions,Pune,"Wipro Ventures,\\Xc2\\Xa0 Lumis Partners",Private Equity,4000000.0
1908,2016-02-02,Strike,Consumer Internet,Mobile Email Productivity Tool,Bangalore,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0
1909,2016-02-02,Maaxmarket,Consumer Internet,Marketing Automation Platform,Unknown,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0
1910,2016-02-02,Gamooz,Technology,Augmented Reality Solutions,Gurgaon,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0
1911,2016-02-02,Soundsurround,Technology,Audio Technology Solutions,Mumbai,Multiple Investors Through Ten Minute Million Competition,Seed Funding,22500.0
1912,2016-02-03,Mazkara,Consumer Internet,Beauty & Wellness Platform,Pune / Dubai,Dunamis Ventures Pte Ltd.,Seed Funding,1000000.0
1913,2016-02-03,Roadgods,Ecommerce,Auto Spare Parts Etailer,New Delhi,Green House Ventures (Ghv),Seed Funding,100000.0
1914,2016-02-03,Pindropmusic,Consumer Internet,Music Discovery Mobile App,Noida,Green House Ventures (Ghv),Seed Funding,100000.0
1915,2016-02-03,Woodpie,Consumer Internet,Book Recommendation Service,Bangalore,Ingram Content Group,Seed Funding,30000.0
1916,2016-02-04,Perfumery,Ecommerce,Fragrances & Perfume Etailer,New Delhi,Oranda Global & Others,Seed Funding,30000.0
1918,2016-02-05,Zendrive,Technology,Safe Driving Data & Analytics Platform,Bangalore / Sfo,"Sherpa Capital, Nyca Partners And Thomvest Ventures",Private Equity,13500000.0
1922,2016-02-05,Gingercrush,Ecommerce,Personalized Products & Merchandize Etailer,Vadodara,"Saha Fund, Tv Mohandas Pai, Zia Mody, Mumbai Angels, Ananda Kallugadde, Rakesh Desai, Rakesh Malhotra",Private Equity,1000000.0
1923,2016-02-05,American Vision,Consumer Internet,Optical Store Aggregator Platform,Pune,Undisclosed Investors,Seed Funding,81000.0
1924,2016-02-05,Dawailelo,Consumer Internet,Healthcare Services & Online Pharmacy Mobile App,Varanasi,Undisclosed Investors,Seed Funding,52000.0
1925,2016-02-06,Heads Up For Tails,Ecommerce,Pet Products Etailer,New Delhi,Undisclosed Investors,Seed Funding,1000000.0
1928,2016-02-08,Istyleyou,Consumer Internet,Personal Fashion Stylist App,Gurgaon,Green House Ventures (Ghv),Seed Funding,100000.0
1929,2016-02-08,Adurcup,Consumer Internet,Ad Network,New Delhi,Green House Ventures (Ghv),Seed Funding,100000.0
1933,2016-02-08,Xpressbees,Ecommerce,Ecommerce Logistics Solutions,Pune,"Saif Partners, Idg Ventures India, Vertex Ventures, Valiant Capital",Private Equity,12500000.0
1938,2016-02-10,Capzest,Consumer Internet,Digital Lending Platform,Mumbai,Lion Ventures,Seed Funding,200000.0
1940,2016-02-10,Affimity,Consumer Internet,Social Networking Platform,Bangalore,Undisclosed Investors,Seed Funding,1200000.0
